"Activity Period","Activity Period Start Date","Operating Airline","Operating Airline IATA Code","Published Airline","Published Airline IATA Code","GEO Summary","GEO Region","Activity Type Code","Price Category Code","Terminal","Boarding Area","Passenger Count","data_as_of","data_loaded_at"
"199907","1999/07/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Deplaned","Low Fare","Terminal 1","B","31,432","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Enplaned","Low Fare","Terminal 1","B","31,353","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Thru / Transit","Low Fare","Terminal 1","B","2,518","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Aeroflot Russian International Airlines",,"Aeroflot Russian International Airlines",,"International","Europe","Deplaned","Other","Terminal 2","D","1,324","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Aeroflot Russian International Airlines",,"Aeroflot Russian International Airlines",,"International","Europe","Enplaned","Other","Terminal 2","D","1,198","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Other","Terminal 1","B","24,124","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Other","Terminal 1","B","23,613","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air China","CA","Air China","CA","International","Asia","Deplaned","Other","Terminal 2","D","4,983","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air China","CA","Air China","CA","International","Asia","Enplaned","Other","Terminal 2","D","4,604","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air Europe","PE","Air Europe","PE","International","Europe","Deplaned","Other","Terminal 2","D","205","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air France","AF","Air France","AF","International","Europe","Deplaned","Other","Terminal 2","D","10,118","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Air France","AF","Air France","AF","International","Europe","Enplaned","Other","Terminal 2","D","9,093","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 2","D","41,433","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 2","D","47,409","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Thru / Transit","Other","Terminal 2","D","4,135","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Deplaned","Other","Terminal 2","D","9,595","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Enplaned","Other","Terminal 2","D","10,082","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Thru / Transit","Other","Terminal 2","D","277","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Other","Terminal 2","D","6,266","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Enplaned","Other","Terminal 2","D","6,765","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Thru / Transit","Other","Terminal 2","D","1,056","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alitalia Airlines","AZ","Alitalia Airlines","AZ","International","Europe","Deplaned","Other","Terminal 2","D","4,229","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Alitalia Airlines","AZ","Alitalia Airlines","AZ","International","Europe","Enplaned","Other","Terminal 2","D","5,624","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Deplaned","Other","Terminal 2","D","4,506","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Enplaned","Other","Terminal 2","D","3,282","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 3","E","124,057","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 3","E","119,356","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","Terminal 2","D","4,702","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Other","Terminal 2","D","4,146","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Other","Terminal 2","D","24,606","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Other","Terminal 2","D","21,161","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Canadian Airlines","CP","Canadian Airlines","CP","International","Canada","Deplaned","Other","Terminal 3","E","5,236","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Canadian Airlines","CP","Canadian Airlines","CP","International","Canada","Enplaned","Other","Terminal 3","E","5,699","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Other","Terminal 2","D","6,432","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Enplaned","Other","Terminal 2","D","5,759","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Champion Air","MG","Champion Air","MG","Domestic","US","Deplaned","Other","Terminal 1","A","1,503","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Champion Air","MG","Champion Air","MG","Domestic","US","Enplaned","Other","Terminal 1","A","1,442","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Other","Terminal 2","D","9,823","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Other","Terminal 2","D","7,594","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,"International","Asia","Deplaned","Other","Terminal 2","D","1,794","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","China Eastern Airlines, Inc",,"China Eastern Airlines, Inc",,"International","Asia","Enplaned","Other","Terminal 2","D","957","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","120,258","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","114,735","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Other","Terminal 2","D","11,117","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","Terminal 2","D","10,117","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Finnair","AY","Finnair","AY","International","Europe","Deplaned","Other","Terminal 2","D","4,598","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Finnair","AY","Finnair","AY","International","Europe","Enplaned","Other","Terminal 2","D","4,195","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Deplaned","Low Fare","Terminal 1","B","9,927","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","Terminal 1","B","10,007","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","Terminal 1","C","8,667","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","Terminal 1","C","8,809","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","Terminal 2","D","9,997","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","Terminal 2","D","9,070","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","Terminal 2","D","8,672","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","Terminal 2","D","8,210","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","Terminal 2","D","9,889","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","Terminal 2","D","9,373","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","Terminal 2","D","23,003","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","Terminal 2","D","21,110","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Deplaned","Other","Terminal 2","D","16,650","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Enplaned","Other","Terminal 2","D","16,453","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Miami Air International","GL","Miami Air International","GL","Domestic","US","Deplaned","Other","Terminal 2","D","171","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Miami Air International","GL","Miami Air International","GL","Domestic","US","Enplaned","Other","Terminal 2","D","164","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Miami Air International","GL","Miami Air International","GL","International","Canada","Deplaned","Other","Terminal 2","D","477","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Miami Air International","GL","Miami Air International","GL","International","Canada","Enplaned","Other","Terminal 2","D","474","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Deplaned","Other","Terminal 1","B","3,037","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Enplaned","Other","Terminal 1","B","3,006","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","National Airlines","N7","National Airlines","N7","Domestic","US","Deplaned","Other","Terminal 1","B","6,486","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","National Airlines","N7","National Airlines","N7","Domestic","US","Enplaned","Other","Terminal 1","B","6,093","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Deplaned","Other","Terminal 1","C","81,204","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Enplaned","Other","Terminal 1","C","80,371","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Thru / Transit","Other","Terminal 1","C","5,008","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Deplaned","Other","Terminal 2","D","9,194","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Enplaned","Other","Terminal 2","D","8,645","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","Terminal 2","D","9,164","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","Terminal 2","D","6,783","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Reno Air","QQ","Reno Air","QQ","Domestic","US","Deplaned","Other","Terminal 3","E","26,850","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Reno Air","QQ","Reno Air","QQ","Domestic","US","Enplaned","Other","Terminal 3","E","26,399","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Ryan International Airlines","RD","Ryan International Airlines","RD","Domestic","US","Deplaned","Other","Terminal 2","D","17,346","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Ryan International Airlines","RD","Ryan International Airlines","RD","Domestic","US","Enplaned","Other","Terminal 2","D","18,669","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Ryan International Airlines","RD","Ryan International Airlines","RD","International","Europe","Deplaned","Other","Terminal 2","D","6,541","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Ryan International Airlines","RD","Ryan International Airlines","RD","International","Europe","Enplaned","Other","Terminal 2","D","4,763","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","Terminal 2","D","16,023","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","Terminal 2","D","15,151","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","2,307","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","2,394","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","49,493","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","F","51,042","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Sobelair Airlines",,"Sobelair Airlines",,"International","Europe","Deplaned","Other","Terminal 2","D","427","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Sobelair Airlines",,"Sobelair Airlines",,"International","Europe","Enplaned","Other","Terminal 2","D","408","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Deplaned","Low Fare","Terminal 1","A","38,102","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Enplaned","Low Fare","Terminal 1","A","36,438","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Sports Jet",,"Sports Jet",,"Domestic","US","Enplaned","Other","Terminal 1","A","53","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Star Air","S6","Star Air","S6","Domestic","US","Deplaned","Other","Terminal 1","B","85","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Star Air","S6","Star Air","S6","Domestic","US","Enplaned","Other","Terminal 1","B","142","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","Terminal 3","E","3,153","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Low Fare","Terminal 3","E","2,912","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Swissair","SR","Swissair","SR","International","Europe","Deplaned","Other","Terminal 2","D","4,973","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Swissair","SR","Swissair","SR","International","Europe","Enplaned","Other","Terminal 2","D","4,527","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","Terminal 2","D","3,947","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","Terminal 2","D","4,390","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","TWA","TW","TWA","TW","Domestic","US","Deplaned","Other","Terminal 1","B","37,742","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","TWA","TW","TWA","TW","Domestic","US","Enplaned","Other","Terminal 1","B","35,323","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Tower Air","FF","Tower Air","FF","Domestic","US","Deplaned","Other","Terminal 3","E","8,894","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Tower Air","FF","Tower Air","FF","Domestic","US","Enplaned","Other","Terminal 3","E","9,385","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Trans States Airlines","AX","US Airways","US","Domestic","US","Deplaned","Other","Terminal 1","A","4,026","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Trans States Airlines","AX","US Airways","US","Domestic","US","Enplaned","Other","Terminal 1","A","4,040","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Other","Terminal 1","A","55,142","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Other","Terminal 1","A","55,228","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Low Fare","Terminal 1","B","35,131","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Low Fare","Terminal 1","B","31,947","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 1","B","68,247","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 1","B","67,479","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","E","57,971","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","E","54,936","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Thru / Transit","Other","Terminal 3","E","1,181","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","784,782","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","F","792,965","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Thru / Transit","Other","Terminal 3","F","16,837","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Deplaned","Other","International","G","51,309","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Enplaned","Other","International","G","47,487","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Thru / Transit","Other","International","G","706","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Deplaned","Other","International","G","9,202","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Enplaned","Other","International","G","8,977","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Thru / Transit","Other","International","G","477","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Deplaned","Other","International","G","15,849","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Enplaned","Other","International","G","15,873","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Thru / Transit","Other","International","G","238","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Enplaned","Other","Terminal 3","F","7,495","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Deplaned","Other","International","G","24,456","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Enplaned","Other","International","G","16,271","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Thru / Transit","Other","International","G","665","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Deplaned","Other","International","G","3,732","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Enplaned","Other","International","G","3,994","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Thru / Transit","Other","International","G","104","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Deplaned","Other","Terminal 2","D","12,456","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199907","1999/07/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Enplaned","Other","Terminal 2","D","11,039","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199908","1999/08/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Deplaned","Low Fare","Terminal 1","B","34,523","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199908","1999/08/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Enplaned","Low Fare","Terminal 1","B","32,551","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199908","1999/08/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Thru / Transit","Low Fare","Terminal 1","B","2,089","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"199908","1999/08/01","Aeroflot Russian International Airlines",,"Aeroflot Russian International Airlines",,"International","Europe","Deplaned","Other","Terminal 2","D","1,437","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
