"Activity Period","Activity Period Start Date","Operating Airline","Operating Airline IATA Code","Published Airline","Published Airline IATA Code","GEO Summary","GEO Region","Activity Type Code","Price Category Code","Terminal","Boarding Area","Passenger Count","data_as_of","data_loaded_at"
"200305","2003/05/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","Terminal 1","C","6,205","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","Terminal 1","C","6,261","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 1","B","3,885","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 1","B","3,993","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","International","A","7,029","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","7,886","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","5,887","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","6,077","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","International","A","4,733","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","3,899","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","17,813","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","18,663","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Deplaned","Other","International","G","3,682","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Enplaned","Other","International","G","5,174","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Deplaned","Other","Terminal 1","A","3,097","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Enplaned","Other","Terminal 1","A","3,362","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Thru / Transit","Other","Terminal 1","A","316","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Deplaned","Other","Terminal 1","C","41,181","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Enplaned","Other","Terminal 1","C","41,322","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Deplaned","Other","International","A","6,541","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Enplaned","Other","International","A","6,888","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","10,292","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","International","A","8,525","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","5,304","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","International","G","5,560","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","54,719","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","F","54,928","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","Terminal 1","A","404","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Low Fare","Terminal 1","A","409","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","International","G","4,105","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","International","G","3,240","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Other","Terminal 1","A","31,744","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Other","Terminal 1","A","31,564","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Low Fare","Terminal 1","B","36,945","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Low Fare","Terminal 1","B","36,232","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 1","B","41,946","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 1","B","41,727","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","E","24,068","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","E","22,760","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Thru / Transit","Other","Terminal 3","E","415","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","393,292","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","F","392,466","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Thru / Transit","Other","Terminal 3","F","7,091","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Deplaned","Other","International","G","28,022","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Enplaned","Other","International","G","26,771","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Thru / Transit","Other","International","G","1,256","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Deplaned","Other","International","G","4,205","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Enplaned","Other","International","G","3,164","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Thru / Transit","Other","International","G","157","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Deplaned","Other","International","G","11,368","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Enplaned","Other","International","G","12,141","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Thru / Transit","Other","International","G","57","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Deplaned","Other","International","G","19,703","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Enplaned","Other","International","G","21,835","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Thru / Transit","Other","International","G","953","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Deplaned","Other","International","G","2,995","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Enplaned","Other","International","G","3,623","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Thru / Transit","Other","International","G","197","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Deplaned","Other","International","A","9,775","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200305","2003/05/01","Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Enplaned","Other","International","A","10,999","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Deplaned","Low Fare","Terminal 1","B","47,069","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","ATA Airlines","TZ","ATA Airlines","TZ","Domestic","US","Enplaned","Low Fare","Terminal 1","B","48,949","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","ATA Airlines","TZ","ATA Airlines","TZ","International","Canada","Deplaned","Low Fare","International","A","616","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","ATA Airlines","TZ","ATA Airlines","TZ","International","Canada","Enplaned","Low Fare","International","A","713","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Aeroflot Russian International Airlines",,"Aeroflot Russian International Airlines",,"International","Europe","Deplaned","Other","International","G","1,192","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Aeroflot Russian International Airlines",,"Aeroflot Russian International Airlines",,"International","Europe","Enplaned","Other","International","G","2,109","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air Canada","AC","Air Canada","AC","International","Canada","Deplaned","Other","Terminal 1","B","21,248","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air Canada","AC","Air Canada","AC","International","Canada","Enplaned","Other","Terminal 1","B","24,277","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air China","CA","Air China","CA","International","Asia","Deplaned","Other","International","G","1,037","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air China","CA","Air China","CA","International","Asia","Enplaned","Other","International","G","1,195","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air France","AF","Air France","AF","International","Europe","Deplaned","Other","International","A","9,250","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Air France","AF","Air France","AF","International","Europe","Enplaned","Other","International","A","9,514","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Deplaned","Other","International","A","26,665","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Enplaned","Other","International","A","32,959","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Thru / Transit","Other","International","A","5,495","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Deplaned","Other","International","A","7,291","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Enplaned","Other","International","A","8,779","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Canada","Thru / Transit","Other","International","A","368","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Deplaned","Other","International","A","5,436","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Enplaned","Other","International","A","8,301","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Thru / Transit","Other","International","A","2,703","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Deplaned","Other","International","G","5,442","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","All Nippon Company Airways, Ltd.","NH","All Nippon Company Airways, Ltd.","NH","International","Asia","Enplaned","Other","International","G","6,106","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","American Airlines","AA","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 3","E","117,992","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","American Airlines","AA","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 3","E","123,673","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","American Eagle Airlines","MQ","American Airlines","AA","Domestic","US","Deplaned","Other","Terminal 3","E","3,957","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","American Eagle Airlines","MQ","American Airlines","AA","Domestic","US","Enplaned","Other","Terminal 3","E","3,822","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Deplaned","Other","International","A","4,362","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Enplaned","Other","International","A","4,038","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","British Airways","BA","British Airways","BA","International","Europe","Deplaned","Other","International","A","19,480","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","British Airways","BA","British Airways","BA","International","Europe","Enplaned","Other","International","A","20,518","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Deplaned","Other","International","A","4,408","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Enplaned","Other","International","A","5,453","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","China Airlines","CI","China Airlines","CI","International","Asia","Deplaned","Other","International","A","5,235","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","China Airlines","CI","China Airlines","CI","International","Asia","Enplaned","Other","International","A","6,573","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Deplaned","Other","Terminal 1","C","68,669","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Enplaned","Other","Terminal 1","C","70,501","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Deplaned","Other","International","G","5,578","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","EVA Airways","BR","EVA Airways","BR","International","Asia","Enplaned","Other","International","G","6,453","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Deplaned","Low Fare","Terminal 1","B","12,908","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Enplaned","Low Fare","Terminal 1","B","12,435","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Deplaned","Other","Terminal 1","C","6,707","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Enplaned","Other","Terminal 1","C","6,884","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Deplaned","Other","Terminal 1","B","4,767","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Enplaned","Other","Terminal 1","B","4,311","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Deplaned","Other","International","A","7,765","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Japan Airlines","JL","Japan Airlines","JL","International","Asia","Enplaned","Other","International","A","9,756","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Deplaned","Other","International","A","6,755","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Enplaned","Other","International","A","7,080","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Deplaned","Other","International","A","5,446","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Enplaned","Other","International","A","5,591","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Deplaned","Other","International","G","17,551","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Enplaned","Other","International","G","18,301","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Deplaned","Other","International","G","4,767","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Enplaned","Other","International","G","6,355","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Deplaned","Other","Terminal 1","A","4,635","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Enplaned","Other","Terminal 1","A","4,521","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Thru / Transit","Other","Terminal 1","A","0","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Deplaned","Other","Terminal 1","C","46,315","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","Domestic","US","Enplaned","Other","Terminal 1","C","46,553","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Deplaned","Other","International","A","6,541","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Northwest Airlines (became Delta)","NW","Northwest Airlines (became Delta)","NW","International","Asia","Enplaned","Other","International","A","6,110","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Deplaned","Other","International","A","7,783","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Enplaned","Other","International","A","8,995","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Deplaned","Other","International","G","1,999","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Enplaned","Other","International","G","10,208","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","80,784","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","F","81,450","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Deplaned","Low Fare","Terminal 1","A","1,900","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Enplaned","Low Fare","Terminal 1","A","1,930","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Deplaned","Other","International","G","3,861","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Enplaned","Other","International","G","4,293","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Other","Terminal 1","A","37,258","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Other","Terminal 1","A","38,878","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","US Airways","US","US Airways","US","Domestic","US","Deplaned","Low Fare","Terminal 1","B","39,065","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","US Airways","US","US Airways","US","Domestic","US","Enplaned","Low Fare","Terminal 1","B","38,221","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines","UA","United Airlines","UA","Domestic","US","Deplaned","Other","Terminal 1","B","46,185","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines","UA","United Airlines","UA","Domestic","US","Enplaned","Other","Terminal 1","B","49,816","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","E","26,547","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Enplaned","Other","Terminal 3","E","25,687","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Thru / Transit","Other","Terminal 3","E","434","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
"200306","2003/06/01","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Deplaned","Other","Terminal 3","F","433,803","2026/09/20 01:00:17 PM","2026/09/22 03:04:37 PM"
